"","data","hour","min","Tair","RH","wind","winddir","rain","SunJ","season"
"301850",2017-04-28,10,45,13.3,54,7.3,236,0,1023,2
"301848",2017-04-28,10,15,12.7,50,7.3,226,0,640,2
"325702",2018-01-01,22,30,9.7,87,7.2,234,0,1,1
"325180",2017-12-27,12,0,10.2,92,7.2,166,0,1,1
"323612",2017-12-11,4,0,13.4,89,7.2,197,0,1,1
"323601",2017-12-11,1,15,13.2,89,7.2,194,0,1,1
"323591",2017-12-10,22,45,11.9,97,7.2,195,0,1,1
"323585",2017-12-10,21,15,10.9,97,7.2,192,0,1,1
"322808",2017-12-02,19,0,5.6,80,7.2,14,0,1,1
"322784",2017-12-02,13,0,6.8,77,7.2,21,0,95,1
"322782",2017-12-02,12,30,6.9,76,7.2,15,0,139,1
"321171",2017-11-15,17,45,8,75,7.2,13,0,1,4
"321152",2017-11-15,13,0,10.5,66,7.2,3,0,589,4
"321151",2017-11-15,12,45,10.3,66,7.2,5,0,674,4
"321103",2017-11-15,0,45,8.1,64,7.2,23,0,1,4
"321077",2017-11-14,18,15,8.2,67,7.2,8,0,1,4
"321036",2017-11-14,8,0,6.7,77,7.2,4,0,177,4
"321015",2017-11-14,2,45,5.3,85,7.2,8,0,1,4
"321012",2017-11-14,2,0,5.4,85,7.2,8,0,1,4
"320972",2017-11-13,16,0,3.9,88,7.2,11,0,176,4
"320971",2017-11-13,15,45,3.8,88,7.2,9,0,953,4
"320961",2017-11-13,13,15,3.9,96,7.2,7,0,1,4
"317341",2017-10-06,20,15,13.4,65,7.2,15,0,1,4
"314053",2017-09-02,14,15,25.1,28,7.2,221,0,902,4
"310214",2017-07-24,14,30,28.3,43,7.2,236,0,952,3
"301851",2017-04-28,11,0,13.3,57,7.2,238,0,1104,2
"325196",2017-12-27,16,0,9.1,95,7.1,180,0,1,1
"325173",2017-12-27,10,15,10,96,7.1,172,0,1,1
"325170",2017-12-27,9,30,10,94,7.1,166,0,1,1
"323561",2017-12-10,15,15,5.6,86,7.1,164,0,1,1
"323401",2017-12-08,23,15,9.7,76,7.1,223,0,1,1
"322809",2017-12-02,19,15,5.6,80,7.1,17,0,1,1
"322785",2017-12-02,13,15,6.8,77,7.1,23,0,154,1
"321372",2017-11-17,20,0,9.5,77,7.1,12,0,1,4
"321167",2017-11-15,16,45,8.4,73,7.1,16,0,1,4
"321153",2017-11-15,13,15,10.1,67,7.1,8,0,178,4
"321142",2017-11-15,10,30,9.1,74,7.1,14,0,137,4
"321141",2017-11-15,10,15,9,74,7.1,13,0,920,4
"321073",2017-11-14,17,15,8.4,68,7.1,11,0,1,4
"321066",2017-11-14,15,30,8.9,67,7.1,8,0,21,4
"321026",2017-11-14,5,30,5.9,80,7.1,12,0,1,4
"321013",2017-11-14,2,15,5.3,86,7.1,8,0,1,4
"320992",2017-11-13,21,0,4.4,93,7.1,10,0,1,4
"320991",2017-11-13,20,45,4.4,93,7.1,10,0,1,4
"320960",2017-11-13,13,0,3.8,96,7.1,12,0,1,4
"320955",2017-11-13,11,45,4.3,95,7.1,9,0,1,4
"320949",2017-11-13,10,15,5.1,89,7.1,9,0,410,4
"320917",2017-11-13,2,15,11.8,100,7.1,178,0.2,1,4
"315003",2017-09-12,11,45,22,56,7.1,242,0,950,4
"314047",2017-09-02,12,45,24.6,36,7.1,222,0,1035,4
"312817",2017-08-20,17,15,27.2,36,7.1,9,0,326,3
"312814",2017-08-20,16,30,27.8,38,7.1,7,0,519,3
"301869",2017-04-28,15,30,14,52,7.1,233,0,816,2
"301682",2017-04-26,16,45,17.7,70,7.1,182,0,1143,2
"301671",2017-04-26,14,0,18.7,67,7.1,182,0,610,2
"301659",2017-04-26,11,0,17.3,71,7.1,184,0,513,2
"300929",2017-04-18,20,15,7.2,73,7.1,12,0,1,2
"325713",2018-01-02,1,15,9,91,7,212,0.2,1,1
"325171",2017-12-27,9,45,10,95,7,168,0.2,1,1
"323943",2017-12-14,14,45,12,91,7,217,0,731,1
"323599",2017-12-11,0,45,13.1,89,7,199,0,1,1
"323592",2017-12-10,23,0,12,96,7,192,0,1,1
"323560",2017-12-10,15,0,5.5,82,7,162,0,1,1
"323410",2017-12-09,1,30,8.6,75,7,224,0,1,1
"322829",2017-12-03,0,15,5,70,7,12,0,1,1
"322828",2017-12-03,0,0,5.1,69,7,12,0,1,1
