"","data","hour","min","Tair","RH","wind","winddir","rain","SunJ","season"
"777415",2017-04-27,20,0,12.8,95,3.3,263,1.4,1800,2
"777341",2017-04-27,1,30,17.5,76,3.3,184,0,900,2
"777294",2017-04-26,13,45,19.8,60,3.3,181,0,366300,2
"777257",2017-04-26,4,30,14.7,71,3.3,125,0,900,2
"776728",2017-04-20,16,15,15.6,18,3.3,25,0,520200,2
"776616",2017-04-19,12,15,14.5,23,3.3,25,0,932400,2
"776615",2017-04-19,12,0,14.1,23,3.3,33,0,1001700,2
"782685",2017-06-21,17,30,31,22,3.2,224,0,362700,3
"782588",2017-06-20,17,15,31,31,3.2,227,0,425700,3
"782587",2017-06-20,17,0,31.3,30,3.2,225,0,484200,3
"782581",2017-06-20,15,30,32.9,24,3.2,235,0,753300,3
"782415",2017-06-18,22,0,23.1,36,3.2,18,0,900,3
"782402",2017-06-18,18,45,27.1,25,3.2,44,0,172800,3
"782400",2017-06-18,18,15,27.6,25,3.2,48,0,252900,3
"782375",2017-06-18,12,0,28,27,3.2,49,0,1021500,3
"782364",2017-06-18,9,15,26.3,31,3.2,51,0,732600,3
"782269",2017-06-17,9,30,29.3,57,3.2,10,0,691200,3
"782106",2017-06-15,16,45,28.1,54,3.2,340,0,397800,3
"781917",2017-06-13,17,30,31.4,31,3.2,208,0,330300,3
"781903",2017-06-13,14,0,32.1,31,3.2,195,0,905400,3
"781711",2017-06-11,14,0,32.2,27,3.2,13,0,927900,3
"781434",2017-06-08,16,45,27.3,33,3.2,12,0,510300,3
"781414",2017-06-08,11,45,25.9,40,3.2,2,0,1012500,3
"781412",2017-06-08,11,15,25.1,41,3.2,17,0,988200,3
"781403",2017-06-08,9,0,22.7,53,3.2,13,0,688500,3
"781248",2017-06-06,18,15,24.4,51,3.2,239,0,225000,3
"781237",2017-06-06,15,30,24.7,58,3.2,213,0,586800,3
"781143",2017-06-05,16,0,22.9,74,3.2,220,0,110700,3
"781024",2017-06-04,10,15,24.5,63,3.2,202,0,891900,3
"781023",2017-06-04,10,0,23.8,65,3.2,206,0,663300,3
"780861",2017-06-02,17,30,27.3,42,3.2,237,0,349200,3
"780205",2017-05-26,21,30,21.2,47,3.2,17,0,900,2
"779714",2017-05-21,18,45,24,39,3.2,8,0,108000,2
"779713",2017-05-21,18,30,24.1,38,3.2,2,0,119700,2
"779689",2017-05-21,12,30,25.1,31,3.2,19,0,918900,2
"779307",2017-05-17,13,0,26.6,37,3.2,37,0,930600,2
"779197",2017-05-16,9,30,22.9,49,3.2,41,0,794700,2
"779186",2017-05-16,6,45,19.8,58,3.2,346,0,233100,2
"779137",2017-05-15,18,30,23,51,3.2,13,0,126900,2
"778932",2017-05-13,15,15,22.9,55,3.2,246,0,782100,2
"778751",2017-05-11,18,0,22.1,55,3.2,200,0,81000,2
"778561",2017-05-09,18,30,18.6,51,3.2,29,0,134100,2
"778554",2017-05-09,16,45,19.4,49,3.2,35,0,468000,2
"778528",2017-05-09,10,15,16.5,67,3.2,21,0,440100,2
"777956",2017-05-03,11,15,16.1,68,3.2,311,0,916200,2
"777875",2017-05-02,15,0,19.1,41,3.2,242,0,822600,2
"777870",2017-05-02,13,45,19.1,47,3.2,240,0,777600,2
"777609",2017-04-29,20,30,13.7,57,3.2,23,0,900,2
"777595",2017-04-29,17,0,17.9,41,3.2,19,0,368100,2
"777585",2017-04-29,14,30,18.3,38,3.2,23,0,809100,2
"777580",2017-04-29,13,15,16.7,38,3.2,1,0,330300,2
"777566",2017-04-29,9,45,15.2,55,3.2,18,0,743400,2
"777339",2017-04-27,1,0,17.5,76,3.2,186,0,900,2
"777310",2017-04-26,17,45,18.7,65,3.2,190,0,11700,2
"777307",2017-04-26,17,0,18.8,65,3.2,186,0,50400,2
"777268",2017-04-26,7,15,14.5,66,3.2,125,0,13500,2
"776931",2017-04-22,19,0,14,70,3.2,217,0,15300,2
"776826",2017-04-21,16,45,17,27,3.2,217,0,398700,2
"776614",2017-04-19,11,45,14,22,3.2,19,0,995400,2
"776567",2017-04-19,0,0,8,59,3.2,353,0,900,2
"782677",2017-06-21,15,30,32.7,23,3.1,254,0,735300,3
"782591",2017-06-20,18,0,29.8,33,3.1,219,0,253800,3
"782572",2017-06-20,13,15,32.1,30,3.1,213,0,990000,3
"782406",2017-06-18,19,45,25.6,27,3.1,18,0,28800,3
"782401",2017-06-18,18,30,27.3,25,3.1,39,0,213300,3
"782394",2017-06-18,16,45,28.5,24,3.1,44,0,525600,3
