"","data","hour","min","Tair","RH","wind","winddir","rain","SunJ","season"
"779432",2017-05-17,10,45,26,38,3.2,22,0,954900,2
"779424",2017-05-17,8,45,23.8,45,3.2,30,0,672300,2
"779357",2017-05-16,16,0,26.2,36,3.2,40,0,606600,2
"779353",2017-05-16,15,0,26.3,38,3.2,41,0,804600,2
"779352",2017-05-16,14,45,26.1,38,3.2,37,0,717300,2
"779344",2017-05-16,12,45,26.1,40,3.2,42,0,991800,2
"779336",2017-05-16,10,45,24.4,44,3.2,50,0,986400,2
"779053",2017-05-13,12,0,22.4,55,3.2,245,0,987300,2
"778964",2017-05-12,13,45,23.2,52,3.2,232,0,486000,2
"778690",2017-05-09,17,15,19.8,49,3.2,25,0,333000,2
"778679",2017-05-09,14,30,19.7,51,3.2,17,0,924300,2
"778006",2017-05-02,14,15,19.3,45,3.2,275,0,893700,2
"778003",2017-05-02,13,30,19.2,46,3.2,253,0,855000,2
"777999",2017-05-02,12,30,18.8,45,3.2,247,0,873000,2
"777989",2017-05-02,10,0,16.8,62,3.2,225,0,856800,2
"777901",2017-05-01,12,0,18.7,44,3.2,181,0,99900,2
"777898",2017-05-01,11,15,19.5,40,3.2,167,0,773100,2
"777708",2017-04-29,11,45,17.5,40,3.2,32,0,985500,2
"777602",2017-04-28,9,15,12.8,66,3.2,215,0,351000,2
"777549",2017-04-27,20,0,13,94,3.2,258,1.6,1800,2
"777535",2017-04-27,16,30,19.2,67,3.2,211,0,99900,2
"777474",2017-04-27,1,15,17.7,75,3.2,188,0,0,2
"777473",2017-04-27,1,0,17.7,75,3.2,196,0,0,2
"777439",2017-04-26,16,30,19.6,63,3.2,184,0,231300,2
"777350",2017-04-25,18,15,18.8,54,3.2,184,0,42300,2
"777340",2017-04-25,15,45,21.2,47,3.2,218,0,519300,2
"777036",2017-04-22,11,45,16.7,55,3.2,256,0,669600,2
"776859",2017-04-20,15,30,16,18,3.2,29,0,582300,2
"776688",2017-04-18,20,45,7.9,66,3.2,42,0,900,2
"776686",2017-04-18,20,15,9.1,66,3.2,16,0,900,2
"776679",2017-04-18,18,30,9.5,70,3.2,4,0,24300,2
"776667",2017-04-18,15,30,9.3,74,3.2,2,0.2,36000,2
"782817",2017-06-21,17,0,31.5,20,3.1,256,0,413100,3
"782715",2017-06-20,15,30,32.8,25,3.1,273,0,753300,3
"782541",2017-06-18,20,0,25.6,28,3.1,17,0,4500,3
"782539",2017-06-18,19,30,26.3,26,3.1,26,0,17100,3
"782535",2017-06-18,18,30,27.8,26,3.1,31,0,48600,3
"782520",2017-06-18,14,45,29,27,3.1,17,0,887400,3
"782432",2017-06-17,16,45,32.8,34,3.1,26,0,493200,3
"782420",2017-06-17,13,45,33.4,34,3.1,39,0,959400,3
"782415",2017-06-17,12,30,32.5,39,3.1,16,0,1030500,3
"782406",2017-06-17,10,15,30,54,3.1,35,0,827100,3
"782334",2017-06-16,16,15,33.5,43,3.1,278,0,500400,3
"782052",2017-06-13,17,45,31.5,33,3.1,260,0,137700,3
"782049",2017-06-13,17,0,32,34,3.1,247,0,423900,3
"781962",2017-06-12,19,15,27.8,45,3.1,241,0,30600,3
"781665",2017-06-09,17,0,30.1,29,3.1,273,0,432000,3
"781578",2017-06-08,19,15,26,37,3.1,26,0,24300,3
"781562",2017-06-08,15,15,28.7,29,3.1,11,0,804600,3
"781538",2017-06-08,9,15,23.3,54,3.1,3,0,765000,3
"781466",2017-06-07,15,15,25.4,37,3.1,239,0,802800,3
"781385",2017-06-06,19,0,23.9,49,3.1,253,0,43200,3
"781379",2017-06-06,17,30,24.7,55,3.1,275,0,154800,3
"781361",2017-06-06,13,0,24.4,59,3.1,253,0,348300,3
"781357",2017-06-06,12,0,24.3,58,3.1,263,0,234900,3
"781194",2017-06-04,19,15,25,52,3.1,246,0,39600,3
"781164",2017-06-04,11,45,26.9,51,3.1,234,0,980100,3
"781089",2017-06-03,17,0,29.7,31,3.1,275,0,436500,3
"780902",2017-06-01,18,15,27.3,37,3.1,260,0,67500,3
"780899",2017-06-01,17,30,28.4,37,3.1,248,0,306900,3
"780809",2017-05-31,19,0,25.8,39,3.1,256,0,32400,2
"780615",2017-05-29,18,30,27.4,42,3.1,244,0,45900,2
"780218",2017-05-25,15,15,27.5,32,3.1,6,0,797400,2
