"","data","hour","min","Tair","RH","wind","winddir","rain","SunJ","season"
"525116",2017-12-27,4,45,10.6,90,3.7,143,0,1,1
"525112",2017-12-27,3,45,10.2,92,3.7,139,0,1,1
"525096",2017-12-26,23,45,10.1,89,3.7,138,0,1,1
"525092",2017-12-26,22,45,10,91,3.7,137,0,1,1
"525040",2017-12-26,9,45,10.5,83,3.7,137,0,854,1
"525021",2017-12-26,5,0,10.5,84,3.7,128,0,1,1
"525010",2017-12-26,2,15,10.8,81,3.7,120,0,1,1
"523893",2017-12-14,11,0,10.5,95,3.7,130,0,587,1
"523885",2017-12-14,9,0,9.8,91,3.7,132,0,108,1
"523875",2017-12-14,6,30,8.5,92,3.7,128,0,1,1
"523742",2017-12-12,21,15,9.8,92,3.7,115,0,1,1
"523666",2017-12-12,2,15,15.6,80,3.7,148,0,1,1
