"","data","hour","min","Tair","RH","wind","winddir","rain","SunJ","season"
"409933",2005-01-25,2,30,3.4,60,9.28,25,0,0,1
"409380",2005-01-19,8,15,6.1,69,9.28,24,1.4,7200,1
"718039",2013-11-12,7,0,13.2,58,9.27,360,0,0,4
"417198",2005-04-10,19,45,9.8,71,9.26,30,4.2,0,2
"409937",2005-01-25,3,30,3.2,54,9.26,26,0,0,1
"403033",2004-11-14,5,30,10.4,47,9.26,44,1.8,0,4
"840065",2017-03-06,19,15,10.1,82,9.25,123,0,12,2
"403050",2004-11-14,9,45,10.9,38,9.25,40,3.2,383400,4
"690956",2013-02-03,4,15,6,63,9.24,360,0,0,1
"682900",2012-11-11,6,15,17.6,73,9.24,122,0,0,4
"653268",2012-01-06,8,30,10,30,9.24,360,0,21150,1
"409947",2005-01-25,6,0,2.7,57,9.24,33,0.4,0,1
"409934",2005-01-25,2,45,3.3,58,9.24,34,0.4,0,1
"413224",2005-02-28,9,15,1.2,54,9.23,42,0,204300,1
"800663",2016-03-22,21,45,14,49,9.22,41,0,0,2
"763933",2015-03-05,8,30,8.2,38,9.22,360,0,44640,2
"413236",2005-02-28,12,15,2.1,41,9.22,44,0,622800,1
"811634",2016-07-15,4,30,19.2,49,9.21,360,0,0,3
"655922",2012-02-03,0,0,-0.7,60,9.21,360,0,0,1
"413237",2005-02-28,12,30,2.1,39,9.21,48,0,579600,1
"409981",2005-01-25,14,30,3.4,56,9.21,34,0,91800,1
"845405",2017-03-10,12,15,20.2,13,9.2,332,0,43992,2
"656072",2012-02-04,13,30,-1.4,49,9.2,360,0,254070,1
"417186",2005-04-10,16,45,9.2,76,9.2,25,7.6,25200,2
"409940",2005-01-25,4,15,3.1,58,9.2,32,0.2,0,1
"690958",2013-02-03,4,45,6.3,61,9.19,360,0,0,1
"677258",2012-09-13,11,45,19.3,41,9.19,360,0,630900,4
"656610",2012-02-10,4,0,1.1,47,9.19,34,0,0,1
"656609",2012-02-10,3,45,1.4,48,9.19,39,0,0,1
"655750",2012-02-01,5,0,0.3,74,9.19,360,0,0,1
"417213",2005-04-10,23,30,10.9,64,9.19,35,4.6,0,2
"410000",2005-01-25,19,15,2.6,63,9.19,36,0,0,1
"370151",2003-12-07,16,15,6.9,37,9.19,41,0,124200,1
"789401",2015-11-26,14,15,9.6,46,9.18,360,0,360900,4
"413232",2005-02-28,11,15,1.8,43,9.18,62,0,560700,1
"409941",2005-01-25,4,30,2.9,61,9.18,35,0.2,0,1
"409939",2005-01-25,4,0,3.2,56,9.18,37,0,0,1
"690957",2013-02-03,4,30,6.1,62,9.17,360,0,0,1
"410005",2005-01-25,20,30,2.6,62,9.17,33,0,0,1
"409959",2005-01-25,9,0,2.4,64,9.17,44,0,79200,1
"403048",2004-11-14,9,15,10.8,39,9.17,45,5,211500,4
"375243",2004-01-29,17,15,1.8,88,9.17,47,0,900,1
"370126",2003-12-07,10,0,8.7,46,9.17,67,0,71100,1
"685549",2012-12-08,20,30,3.4,61,9.16,360,0,0,1
"656647",2012-02-10,13,15,-0.8,54,9.16,360,0,174150,1
"656613",2012-02-10,4,45,0.2,49,9.16,21,0,0,1
"656071",2012-02-04,13,15,-1.5,50,9.16,360,0,181440,1
"656068",2012-02-04,12,30,-1.8,51,9.16,360,0,191610,1
"417241",2005-04-11,6,30,9.7,65,9.16,28,0,52200,2
"417191",2005-04-10,18,0,9.4,72,9.16,34,3.8,18900,2
"403016",2004-11-14,1,15,10.5,59,9.16,40,3.6,0,4
"656727",2012-02-11,9,15,-2.4,63,9.15,360,0,47790,1
"375244",2004-01-29,17,30,1.9,87,9.15,47,0,0,1
"371673",2003-12-23,12,45,5.2,39,9.15,48,0.6,408600,1
"768140",2015-04-18,23,30,11.7,53,9.14,43,0,0,2
"701534",2013-05-24,8,45,17.1,44,9.14,187,0,623520,2
"656731",2012-02-11,10,15,-2,59,9.14,360,0,79110,1
"656624",2012-02-10,7,30,-0.3,55,9.14,360,0,0,1
"417192",2005-04-10,18,15,9.3,73,9.14,27,1.2,27000,2
"417190",2005-04-10,17,45,9.4,73,9.14,36,6.6,23400,2
"370119",2003-12-07,8,15,8.9,55,9.14,60,0.2,5400,1
"763943",2015-03-05,11,0,8.9,33,9.13,52,0,152730,2
"763913",2015-03-05,3,30,5.8,69,9.13,360,0,0,2
"417187",2005-04-10,17,0,9.2,76,9.13,25,0.4,16200,2
"409379",2005-01-19,8,0,6,69,9.13,19,0,1800,1
"403043",2004-11-14,8,0,10.7,42,9.13,45,0.2,64800,4
"403018",2004-11-14,1,45,10.4,58,9.13,43,7.8,0,4
"403017",2004-11-14,1,30,10.4,58,9.13,40,0.8,0,4
"829459",2017-01-16,20,45,2.5,57,9.12,360,0,0,1
"656749",2012-02-11,14,45,-0.1,46,9.12,360,0,266490,1
"417214",2005-04-10,23,45,10.9,63,9.12,37,4.8,0,2
"417195",2005-04-10,19,0,9.3,74,9.12,29,3.2,0,2
"656752",2012-02-11,15,30,-0.1,47,9.11,350,0,302490,1
"413228",2005-02-28,10,15,1.7,49,9.11,38,0,441900,1
"403030",2004-11-14,4,45,10,52,9.11,47,4.2,0,4
"403020",2004-11-14,2,15,10.4,56,9.11,40,0.8,0,4
"370152",2003-12-07,16,30,6.7,39,9.11,39,0,53100,1
"370150",2003-12-07,16,0,7,35,9.11,49,0,173700,1
"370149",2003-12-07,15,45,7.2,35,9.11,50,0.4,204300,1
"370148",2003-12-07,15,30,7.4,38,9.11,52,0.4,201600,1
"656213",2012-02-06,0,45,-2.4,50,9.1,360,0,0,1
"417252",2005-04-11,9,15,11.2,61,9.1,30,0,417600,2
"413234",2005-02-28,11,45,2,41,9.1,46,0,554400,1
"403034",2004-11-14,5,45,10.4,46,9.1,48,2.4,0,4
"370122",2003-12-07,9,0,8.8,52,9.1,74,0,22500,1
"845369",2017-03-10,11,39,20.3,15,9.09,347,0,42738,2
"689367",2013-01-17,15,0,5.3,53,9.09,360,0,273330,1
"403021",2004-11-14,2,30,10.4,57,9.09,37,1.8,0,4
"370124",2003-12-07,9,30,8.6,52,9.09,72,0,37800,1
"370125",2003-12-07,9,45,8.6,50,9.08,73,0,53100,1
"829462",2017-01-16,21,30,2.4,55,9.07,360,0,0,1
"656206",2012-02-05,23,0,-2.6,49,9.07,360,0,0,1
"417215",2005-04-11,0,0,10.7,64,9.07,38,1.6,0,2
"409928",2005-01-25,1,15,4.8,47,9.07,33,0,0,1
"403025",2004-11-14,3,30,10,56,9.07,51,3,0,4
"403023",2004-11-14,3,0,10.1,57,9.07,38,3,0,4
"370118",2003-12-07,8,0,9,54,9.07,56,0,2700,1
"829465",2017-01-16,22,15,2.2,58,9.06,360,0,0,1
"728535",2014-03-01,15,0,10.5,67,9.06,132,0,74160,2
"656734",2012-02-11,11,0,-1.5,54,9.06,360,0,102330,1
"413227",2005-02-28,10,0,1.5,50,9.06,43,0,414000,1
"409990",2005-01-25,16,45,3.3,57,9.06,29,0,18000,1
"409983",2005-01-25,15,0,3.3,58,9.06,20,0,75600,1
